trans_id,trans_dt,enrl_id,pymt_type_id,full_price,discount_type_id,payment_amount,full_paid
902526,2024-10-27,701257,1,7200.00,10,873.71,0
902527,2024-11-03,701257,1,7200.00,10,873.69,0
902528,2024-08-29,701258,3,7200.00,50,831.14,0
902529,2024-09-05,701258,2,7200.00,50,831.15,No
902530,2025-07-10,701259,4,4200.00,10,1850.00,No
902531,2025-07-17,701259,1,4200.00,10,1850.00,1
902532,2025-06-17,701260,4,5400.00,,2700.00,0
902533,2025-06-24,701260,5,5400.00,,2700.00,Yes
902534,2025-03-01,701261,4,7200.00,30,3000.00,
902535,2025-03-08,701261,2,7200.00,30,3000.00,1
902536,2024-07-28,701262,1,4800.00,30,900.00,0
902537,2024-08-04,701262,4,4800.00,30,900.00,0
902538,2024-08-11,701262,3,4800.00,30,900.00,No
902539,2024-08-18,701262,2,4800.00,30,900.00,Y
902540,2024-07-03,701263,3,3500.00,,678.08,0
902541,2024-07-10,701263,1,3500.00,,678.08,N
902542,2024-07-17,701263,5,3500.00,,678.08,N
902543,2024-06-29,701265,1,7200.00,60,7200.00,1
902544,2025-01-22,701266,5,5400.00,20,1162.50,N
902545,2025-01-29,701266,3,5400.00,20,1162.50,
902546,2025-02-05,701266,2,5400.00,20,1162.50,
902547,2025-02-12,701266,5,5400.00,20,1162.50,Y
902548,2024-01-17,701267,5,5400.00,,2700.00,N
902549,2024-01-24,701267,2,5400.00,,2700.00,Yes
902550,2025-01-11,701268,5,3500.00,60,1764.80,0
902551,2024-12-14,701269,1,7200.00,50,3450.00,0
902552,2024-12-21,701269,4,7200.00,50,3450.00,Y
902553,2025-09-07,701270,2,4800.00,30,1200.00,N
902554,2025-09-14,701270,5,4800.00,30,1200.00,
902555,2025-09-21,701270,1,4800.00,30,1200.00,Yes
902556,2025-07-14,701271,3,5400.00,60,1242.94,0
902557,2024-08-08,701273,1,7200.00,,7200.00,Yes
902558,2024-02-27,701274,1,7200.00,,3600.00,0
902559,2024-03-05,701274,3,7200.00,,3600.00,Y
902560,2024-02-21,701275,2,3500.00,,3500.00,Yes
902561,2025-08-13,701276,5,4800.00,40,829.75,
902562,2025-08-20,701276,4,4800.00,40,829.74,0
902563,2025-08-31,701278,3,3500.00,40,1224.95,N
902564,2024-04-02,701279,2,7200.00,20,1612.50,0
902565,2024-04-09,701279,1,7200.00,20,1612.50,
902566,2024-04-16,701279,5,7200.00,20,1612.50,No
902567,2024-04-23,701279,5,7200.00,20,1612.50,Yes
902568,2024-09-01,701281,5,4800.00,50,938.64,0
902569,2024-09-08,701281,3,4800.00,50,938.64,0
902570,2024-09-15,701281,3,4800.00,50,938.64,0
902571,2024-09-22,701281,3,4800.00,50,938.66,0
902572,2025-02-23,701282,4,5400.00,,5400.00,1
902573,2025-04-10,701283,2,4200.00,10,1647.85,No
902574,2025-04-17,701283,2,4200.00,10,1647.85,No
902575,2025-08-25,701284,5,4200.00,30,1122.47,0
902576,2025-09-01,701284,4,4200.00,30,1122.48,N
902577,2025-06-15,701285,4,5400.00,,1924.05,
902578,2025-09-21,701286,1,3500.00,60,3500.00,Yes
902579,2025-04-17,701287,3,5400.00,,5400.00,Yes
902580,2025-07-15,701288,4,6000.00,50,2850.00,0
902581,2025-07-22,701288,5,6000.00,50,2850.00,1
902582,2024-06-08,701289,1,5400.00,20,4650.00,1
902583,2025-07-26,701290,4,5400.00,,5400.00,Y
902584,2024-03-31,701291,1,4800.00,60,4800.00,Yes
902585,2024-10-01,701292,5,4800.00,,4800.00,Yes
902586,2025-07-28,701293,1,4800.00,50,4500.00,Yes
902587,2024-03-21,701294,2,6000.00,40,4000.00,1
902588,2023-12-19,701295,1,4200.00,,4200.00,Y
902589,2024-06-29,701296,1,4200.00,,2100.00,N
902590,2024-07-06,701296,4,4200.00,,2100.00,1
902591,2023-12-13,701297,2,7200.00,60,3600.00,N
902592,2023-12-20,701297,5,7200.00,60,3600.00,Yes
902593,2025-09-11,701298,3,5400.00,,5400.00,1
902594,2025-04-14,701299,1,4800.00,,2400.00,0
902595,2025-04-21,701299,3,4800.00,,2400.00,Y
902596,2024-08-23,701300,3,4800.00,50,4500.00,Y
902597,2024-04-05,701301,3,5400.00,50,2550.00,N
902598,2024-04-12,701301,2,5400.00,50,2550.00,Yes
902599,2024-01-07,701302,2,4200.00,60,861.65,N
902600,2024-08-29,701303,3,3500.00,60,700.99,0
902601,2024-09-05,701303,2,3500.00,60,700.99,0
902602,2024-09-12,701303,5,3500.00,60,700.99,N
902603,2024-09-19,701303,4,3500.00,60,700.97,N
902604,2024-06-19,701304,3,3500.00,50,3200.00,Y
902605,2025-03-16,701305,4,4200.00,30,526.94,
902606,2025-03-23,701305,5,4200.00,30,526.94,N
902607,2025-03-30,701305,1,4200.00,30,526.94,No
902608,2025-04-06,701305,1,4200.00,30,526.95,N
902609,2025-08-26,701306,4,3500.00,,875.00,
902610,2025-09-02,701306,3,3500.00,,875.00,0
902611,2025-09-09,701306,5,3500.00,,875.00,No
902612,2025-09-16,701306,1,3500.00,,875.00,Yes
902613,2024-02-23,701307,3,4800.00,,1600.00,N
902614,2024-03-01,701307,5,4800.00,,1600.00,N
902615,2024-03-08,701307,3,4800.00,,1600.00,Yes
902616,2025-07-28,701308,3,3500.00,50,524.50,0
902617,2025-08-04,701308,1,3500.00,50,524.50,N
902618,2025-08-11,701308,5,3500.00,50,524.50,0
902619,2025-08-18,701308,5,3500.00,50,524.48,N
902620,2025-07-06,701309,3,6000.00,,6000.00,Yes
902621,2025-05-25,701310,5,5400.00,10,4900.00,Y
902622,2023-12-09,701311,5,4200.00,,527.71,0
902623,2023-12-16,701311,4,4200.00,,527.70,
902624,2025-09-18,701312,3,4800.00,,736.78,0
902625,2025-09-25,701312,5,4800.00,,736.79,No
902626,2024-06-27,701313,5,7200.00,20,2150.00,0
902627,2024-07-04,701313,1,7200.00,20,2150.00,0
902628,2024-07-11,701313,5,7200.00,20,2150.00,Y
902629,2024-01-19,701314,5,5400.00,10,1225.00,N
902630,2024-01-26,701314,2,5400.00,10,1225.00,0
902631,2024-02-02,701314,5,5400.00,10,1225.00,No
902632,2024-02-09,701314,4,5400.00,10,1225.00,1
902633,2024-01-14,701315,5,7200.00,,3600.00,
902634,2024-01-21,701315,3,7200.00,,3600.00,1
902635,2025-07-13,701316,3,4800.00,40,2800.00,Yes
902636,2025-07-24,701317,2,4200.00,40,1325.96,N
902637,2023-12-10,701318,5,7200.00,20,3225.00,
902638,2023-12-17,701318,5,7200.00,20,3225.00,Yes
902639,2024-06-02,701319,5,7200.00,60,5813.57,No
902640,2023-11-28,701320,3,5400.00,30,4200.00,Y
902641,2024-07-31,701321,5,4800.00,,2082.20,
902642,2024-11-24,701322,2,3500.00,10,2554.18,N
902643,2024-08-03,701323,4,4200.00,30,750.00,No
902644,2024-08-10,701323,1,4200.00,30,750.00,No
902645,2024-08-17,701323,3,4200.00,30,750.00,N
902646,2024-08-24,701323,3,4200.00,30,750.00,Y
902647,2024-09-12,701324,5,7200.00,,1800.00,
902648,2024-09-19,701324,4,7200.00,,1800.00,N
902649,2024-09-26,701324,2,7200.00,,1800.00,
902650,2024-10-03,701324,1,7200.00,,1800.00,1
902651,2024-12-30,701325,2,4800.00,10,700.80,
902652,2025-01-06,701325,3,4800.00,10,700.80,
902653,2025-01-13,701325,1,4800.00,10,700.80,
902654,2025-01-20,701325,3,4800.00,10,700.79,0
902655,2024-01-09,701326,4,4800.00,10,1433.33,0
902656,2024-01-16,701326,2,4800.00,10,1433.33,0
902657,2024-01-23,701326,1,4800.00,10,1433.34,Y
902658,2025-01-11,701327,5,3500.00,,1105.74,N
902659,2025-01-18,701327,4,3500.00,,1105.75,0
902660,2024-02-19,701328,3,7200.00,60,5214.45,0
902661,2024-01-13,701329,2,3500.00,30,1150.00,0
902662,2024-01-20,701329,3,3500.00,30,1150.00,Y
902663,2025-07-21,701330,4,5400.00,60,755.83,
902664,2025-07-28,701330,1,5400.00,60,755.83,
902665,2025-08-04,701330,2,5400.00,60,755.83,No
902666,2025-08-11,701330,2,5400.00,60,755.82,N
902667,2025-05-23,701331,1,3500.00,20,2750.00,1
902668,2025-03-28,701332,1,4200.00,20,1725.00,No
902669,2025-04-04,701332,3,4200.00,20,1725.00,Yes
902670,2025-05-30,701333,1,6000.00,,3000.00,0
902671,2025-06-06,701333,5,6000.00,,3000.00,1
902672,2025-07-04,701335,4,7200.00,,3600.00,N
902673,2025-07-11,701335,4,7200.00,,3600.00,Y
902674,2025-05-11,701336,5,6000.00,,3000.00,No
902675,2025-05-18,701336,1,6000.00,,3000.00,Yes
902676,2024-02-01,701337,2,4200.00,50,1950.00,N
902677,2024-02-08,701337,3,4200.00,50,1950.00,1
902678,2025-07-11,701338,2,4800.00,,1362.22,N
902679,2025-07-18,701338,3,4800.00,,1362.22,No
902680,2025-01-03,701339,3,7200.00,30,905.70,0
902681,2025-01-10,701339,5,7200.00,30,905.70,N
902682,2024-05-23,701340,5,4200.00,,1653.80,0
902683,2024-03-28,701341,1,3500.00,30,575.00,No
902684,2024-04-04,701341,3,3500.00,30,575.00,
902685,2024-04-11,701341,4,3500.00,30,575.00,No
902686,2024-04-18,701341,1,3500.00,30,575.00,Y
902687,2025-05-26,701342,5,3500.00,,875.00,0
902688,2025-06-02,701342,1,3500.00,,875.00,
902689,2025-06-09,701342,1,3500.00,,875.00,
902690,2025-06-16,701342,2,3500.00,,875.00,Yes
902691,2024-07-12,701343,1,6000.00,40,2000.00,0
902692,2024-07-19,701343,4,6000.00,40,2000.00,Y
902693,2025-02-20,701344,3,6000.00,,3000.00,No
902694,2025-02-27,701344,2,6000.00,,3000.00,1
902695,2024-12-22,701345,5,6000.00,40,1001.34,
902696,2024-12-29,701345,4,6000.00,40,1001.34,0
902697,2023-12-16,701348,1,6000.00,50,5700.00,1
902698,2024-12-07,701349,5,3500.00,60,349.10,0
902699,2024-12-14,701349,1,3500.00,60,349.10,
902700,2024-12-21,701349,2,3500.00,60,349.10,
902701,2025-01-29,701350,4,7200.00,60,7200.00,1
902702,2025-09-25,701351,3,3500.00,30,543.89,No
902703,2025-04-23,701352,5,3500.00,30,1987.84,0
902704,2025-07-24,701353,5,5400.00,,1350.00,0
902705,2025-07-31,701353,2,5400.00,,1350.00,0
902706,2025-08-07,701353,1,5400.00,,1350.00,N
902707,2025-08-14,701353,4,5400.00,,1350.00,1
902708,2024-07-15,701354,1,7200.00,30,2598.55,No
902709,2024-07-22,701354,1,7200.00,30,2598.56,N
902710,2025-03-17,701355,3,4200.00,,319.07,N
902711,2025-03-24,701355,3,4200.00,,319.07,0
902712,2025-03-31,701355,1,4200.00,,319.07,0
902713,2025-03-01,701356,4,7200.00,40,1940.46,0
902714,2025-03-08,701356,3,7200.00,40,1940.47,N
902715,2024-11-22,701358,4,4200.00,50,1950.00,
902716,2024-11-29,701358,1,4200.00,50,1950.00,Y
902717,2024-03-24,701359,4,4800.00,,4800.00,1
902718,2024-08-11,701360,5,4200.00,50,1950.00,No
902719,2024-08-18,701360,1,4200.00,50,1950.00,Y
902720,2024-03-25,701361,4,4800.00,20,845.53,No
902721,2024-02-05,701363,5,6000.00,,2019.19,0
902722,2024-02-12,701363,5,6000.00,,2019.20,0
902723,2025-01-28,701364,3,4200.00,10,1850.00,No
902724,2025-02-04,701364,5,4200.00,10,1850.00,1
902725,2025-03-13,701365,4,6000.00,,2155.16,No
902726,2025-05-16,701367,2,6000.00,10,3310.27,0
902727,2025-08-13,701368,1,4800.00,,1404.53,
902728,2025-08-20,701368,4,4800.00,,1404.53,0
902729,2023-11-25,701369,3,3500.00,,1750.00,0
902730,2023-12-02,701369,2,3500.00,,1750.00,1
902731,2024-03-31,701370,4,5400.00,50,5100.00,1
902732,2024-03-03,701371,2,5400.00,20,1728.73,No
902733,2024-08-11,701372,1,4200.00,10,383.29,
902734,2024-08-18,701372,5,4200.00,10,383.28,0
902735,2025-09-14,701373,3,4200.00,20,1725.00,No
902736,2025-09-21,701373,2,4200.00,20,1725.00,1
902737,2025-04-20,701374,1,6000.00,,1500.00,0
902738,2025-04-27,701374,1,6000.00,,1500.00,0
902739,2025-05-04,701374,5,6000.00,,1500.00,
902740,2025-05-11,701374,3,6000.00,,1500.00,Yes
902741,2023-12-20,701375,1,3500.00,40,375.00,0
902742,2023-12-27,701375,3,3500.00,40,375.00,N
902743,2024-01-03,701375,4,3500.00,40,375.00,N
902744,2024-01-10,701375,2,3500.00,40,375.00,Yes
902745,2024-04-21,701376,4,6000.00,,6000.00,Yes
902746,2024-02-11,701377,4,5400.00,,2700.00,0
902747,2024-02-18,701377,4,5400.00,,2700.00,Y
902748,2023-11-30,701378,5,6000.00,,3000.00,
902749,2023-12-07,701378,4,6000.00,,3000.00,Yes
902750,2024-10-09,701379,4,6000.00,,1651.04,
902751,2025-02-09,701381,5,4800.00,40,700.00,0
902752,2025-02-16,701381,4,4800.00,40,700.00,N
902753,2025-02-23,701381,2,4800.00,40,700.00,No
902754,2025-03-02,701381,4,4800.00,40,700.00,1
902755,2025-01-12,701382,5,5400.00,50,5100.00,Y
902756,2025-02-17,701383,2,6000.00,50,1815.30,
902757,2025-05-19,701384,3,5400.00,,5400.00,Y
902758,2024-06-30,701386,1,5400.00,,1800.00,
902759,2024-07-07,701386,2,5400.00,,1800.00,N
902760,2024-07-14,701386,3,5400.00,,1800.00,1
902761,2025-04-11,701387,2,5400.00,,5400.00,1
902762,2024-07-31,701388,4,6000.00,,3000.00,N
902763,2024-08-07,701388,1,6000.00,,3000.00,Yes
902764,2023-12-16,701389,1,4200.00,,1400.00,N
902765,2023-12-23,701389,1,4200.00,,1400.00,0
902766,2023-12-30,701389,3,4200.00,,1400.00,Yes
902767,2024-07-15,701390,3,4200.00,,2100.00,N
902768,2024-07-22,701390,2,4200.00,,2100.00,1
902769,2024-12-18,701391,1,3500.00,,1166.67,N
902770,2024-12-25,701391,4,3500.00,,1166.67,No
902771,2025-01-01,701391,2,3500.00,,1166.66,1
902772,2024-08-02,701392,2,3500.00,,3500.00,Yes
902773,2025-06-03,701393,3,5400.00,,5400.00,1
902774,2024-05-11,701394,2,6000.00,30,1298.21,No
902775,2023-12-09,701395,1,5400.00,60,656.98,N
902776,2023-12-16,701395,5,5400.00,60,656.97,0
902777,2024-05-05,701396,5,7200.00,,1520.69,0
902778,2024-05-12,701396,5,7200.00,,1520.69,No
902779,2024-05-19,701396,4,7200.00,,1520.69,
902780,2024-05-26,701396,3,7200.00,,1520.68,0
902781,2024-08-03,701397,5,4200.00,40,622.00,N
902782,2025-06-23,701398,4,3500.00,50,1066.67,No
902783,2025-06-30,701398,4,3500.00,50,1066.67,0
902784,2025-07-07,701398,3,3500.00,50,1066.66,Y
902785,2024-01-27,701399,4,4800.00,,2400.00,No
902786,2024-02-03,701399,1,4800.00,,2400.00,1
902787,2023-12-05,701400,1,5400.00,20,4650.00,Y
902788,2025-08-18,701401,4,6000.00,,6000.00,Y
902789,2025-06-03,701402,2,4800.00,,1600.00,No
902790,2025-06-10,701402,5,4800.00,,1600.00,0
902791,2025-06-17,701402,4,4800.00,,1600.00,1
902792,2024-08-17,701403,4,7200.00,60,3600.00,No
902793,2024-08-24,701403,2,7200.00,60,3600.00,1
902794,2024-06-22,701404,3,4200.00,,1050.00,0
902795,2024-06-29,701404,4,4200.00,,1050.00,0
902796,2024-07-06,701404,2,4200.00,,1050.00,0
902797,2024-07-13,701404,4,4200.00,,1050.00,Y
902798,2025-03-19,701405,4,6000.00,60,6000.00,Y
902799,2025-08-11,701406,3,5400.00,,5400.00,Yes
902800,2023-12-29,701407,5,4200.00,,688.74,0
902801,2024-01-05,701407,5,4200.00,,688.74,No
902802,2024-01-12,701407,2,4200.00,,688.74,0
902803,2024-01-19,701407,5,4200.00,,688.73,
902804,2025-01-09,701408,5,3500.00,,1750.00,No
902805,2025-01-16,701408,2,3500.00,,1750.00,Yes
902806,2024-06-03,701409,2,3500.00,,2633.55,0
902807,2025-07-04,701410,1,4800.00,,2400.00,N
902808,2025-07-11,701410,1,4800.00,,2400.00,Y
902809,2024-04-17,701411,2,4800.00,10,2150.00,N
902810,2024-04-24,701411,4,4800.00,10,2150.00,Y
902811,2023-11-26,701412,4,7200.00,60,2556.49,N
902812,2023-12-03,701412,3,7200.00,60,2556.49,N
902813,2024-01-04,701413,5,4800.00,40,2800.00,1
902814,2025-04-08,701414,4,4800.00,10,1464.59,
902815,2025-04-15,701414,3,4800.00,10,1464.59,No
902816,2025-03-09,701415,5,5400.00,40,479.79,0
902817,2025-03-16,701415,3,5400.00,40,479.79,
902818,2025-03-23,701415,5,5400.00,40,479.79,N
902819,2025-03-30,701415,1,5400.00,40,479.78,No
902820,2024-10-10,701416,2,4800.00,10,2150.00,0
902821,2024-10-17,701416,5,4800.00,10,2150.00,1
902822,2023-12-07,701417,3,4200.00,,1555.18,N
902823,2023-12-14,701417,4,4200.00,,1555.18,No
902824,2023-12-10,701418,3,7200.00,10,2233.33,
902825,2023-12-17,701418,4,7200.00,10,2233.33,No
902826,2023-12-24,701418,1,7200.00,10,2233.34,Y
902827,2025-03-06,701419,3,7200.00,60,7200.00,Y
902828,2025-09-09,701420,5,4200.00,,1400.00,
902829,2025-09-16,701420,4,4200.00,,1400.00,0
902830,2025-09-23,701420,4,4200.00,,1400.00,Y
902831,2025-05-18,701421,2,7200.00,,7200.00,Y
902832,2025-04-14,701422,2,4200.00,10,1193.84,
902833,2025-04-21,701422,3,4200.00,10,1193.84,0
902834,2024-02-16,701423,1,7200.00,30,1110.83,
902835,2024-02-23,701423,3,7200.00,30,1110.83,No
902836,2024-08-29,701424,2,7200.00,20,1046.47,
902837,2024-09-05,701424,5,7200.00,20,1046.47,
902838,2024-09-12,701424,4,7200.00,20,1046.47,
902839,2024-09-19,701424,3,7200.00,20,1046.48,0
902840,2025-04-01,701425,4,3500.00,,875.00,N
902841,2025-04-08,701425,1,3500.00,,875.00,
902842,2025-04-15,701425,3,3500.00,,875.00,
902843,2025-04-22,701425,4,3500.00,,875.00,1
902844,2025-04-17,701427,1,7200.00,30,6000.00,Y
902845,2025-06-28,701428,5,5400.00,20,3063.70,No
902846,2024-02-23,701429,2,5400.00,20,1162.50,No
902847,2024-03-01,701429,4,5400.00,20,1162.50,0
902848,2024-03-08,701429,1,5400.00,20,1162.50,No
902849,2024-03-15,701429,3,5400.00,20,1162.50,Yes
902850,2025-05-06,701430,3,7200.00,40,2309.06,No
902851,2024-03-02,701431,1,7200.00,,2570.27,No
902852,2024-03-09,701431,5,7200.00,,2570.27,N
902853,2025-04-04,701432,5,3500.00,,3500.00,Y
902854,2024-06-04,701433,3,5400.00,20,1550.00,
902855,2024-06-11,701433,4,5400.00,20,1550.00,N
902856,2024-06-18,701433,2,5400.00,20,1550.00,Yes
902857,2024-02-03,701434,3,3500.00,40,1500.00,Yes
902858,2024-05-14,701435,4,4800.00,60,4800.00,1
902859,2024-11-01,701436,5,7200.00,,7200.00,1
902860,2024-03-30,701437,3,5400.00,20,1888.29,
902861,2024-10-10,701438,5,7200.00,40,5200.00,Y
902862,2024-07-21,701439,5,4800.00,40,1400.00,No
902863,2024-07-28,701439,2,4800.00,40,1400.00,Y
902864,2024-08-15,701440,1,4200.00,,4200.00,1
902865,2024-08-06,701441,5,7200.00,,2339.18,0
902866,2024-08-13,701441,1,7200.00,,2339.19,N
902867,2025-06-29,701442,3,6000.00,50,1900.00,0
902868,2025-07-06,701442,5,6000.00,50,1900.00,0
902869,2025-07-13,701442,3,6000.00,50,1900.00,1
902870,2025-09-13,701443,5,7200.00,50,3450.00,0
902871,2025-09-20,701443,3,7200.00,50,3450.00,Y
902872,2025-08-04,701444,3,6000.00,,3000.00,No
902873,2025-08-11,701444,4,6000.00,,3000.00,Yes
902874,2025-06-28,701445,4,4200.00,,1358.02,N
902875,2025-07-05,701445,2,4200.00,,1358.02,No
902876,2025-03-30,701446,3,3500.00,20,683.85,0
902877,2025-04-06,701446,2,3500.00,20,683.85,
902878,2024-07-26,701447,2,7200.00,,7200.00,Yes
902879,2024-09-09,701448,5,7200.00,60,3600.00,
902880,2024-09-16,701448,3,7200.00,60,3600.00,1
902881,2024-07-05,701449,4,4800.00,,1200.00,N
902882,2024-07-12,701449,3,4800.00,,1200.00,
902883,2024-07-19,701449,2,4800.00,,1200.00,N
902884,2024-07-26,701449,5,4800.00,,1200.00,1
902885,2024-01-21,701450,4,5400.00,10,2450.00,N
902886,2024-01-28,701450,2,5400.00,10,2450.00,Y
902887,2025-07-19,701451,4,7200.00,20,987.86,
902888,2025-07-26,701451,4,7200.00,20,987.86,0
902889,2025-09-06,701452,1,6000.00,60,2000.00,0
902890,2025-09-13,701452,5,6000.00,60,2000.00,
902891,2025-09-20,701452,4,6000.00,60,2000.00,1
902892,2025-07-15,701453,3,6000.00,,2000.00,0
902893,2025-07-22,701453,5,6000.00,,2000.00,
902894,2025-07-29,701453,1,6000.00,,2000.00,Yes
902895,2025-04-29,701454,4,5400.00,40,3400.00,Y
902896,2024-02-09,701455,3,5400.00,,5400.00,Yes
902897,2025-07-29,701456,1,4200.00,50,636.03,N
902898,2025-08-05,701456,5,4200.00,50,636.03,No
902899,2025-07-27,701457,2,7200.00,30,2411.99,N
902900,2025-08-03,701457,3,7200.00,30,2412.00,
902901,2025-02-17,701458,3,4200.00,,1088.23,No
902902,2025-08-11,701459,1,4800.00,,1600.00,No
902903,2025-08-18,701459,5,4800.00,,1600.00,
902904,2025-08-25,701459,2,4800.00,,1600.00,Yes
902905,2025-01-31,701460,1,4800.00,,2400.00,No
902906,2025-02-07,701460,1,4800.00,,2400.00,Yes
902907,2023-12-04,701461,4,5400.00,,1482.76,No
902908,2023-12-11,701461,2,5400.00,,1482.76,No
902909,2024-12-01,701462,1,4800.00,40,1400.00,
902910,2024-12-08,701462,1,4800.00,40,1400.00,1
902911,2025-06-06,701463,4,5400.00,,5400.00,Yes
902912,2025-07-26,701464,1,5400.00,,734.18,0
902913,2025-08-02,701464,5,5400.00,,734.18,No
902914,2025-08-09,701464,4,5400.00,,734.18,0
902915,2025-08-16,701464,1,5400.00,,734.20,0
902916,2025-02-11,701465,3,6000.00,30,4800.00,Y
902917,2025-08-13,701466,2,3500.00,20,2750.00,Y
902918,2025-06-03,701467,4,5400.00,20,1142.90,No
902919,2025-06-10,701467,5,5400.00,20,1142.91,
902920,2023-11-27,701468,3,5400.00,,1350.00,
902921,2023-12-04,701468,5,5400.00,,1350.00,0
902922,2023-12-11,701468,2,5400.00,,1350.00,0
902923,2023-12-18,701468,1,5400.00,,1350.00,1
902924,2024-11-28,701469,5,7200.00,50,2300.00,N
902925,2024-12-05,701469,3,7200.00,50,2300.00,
902926,2024-12-12,701469,4,7200.00,50,2300.00,1
902927,2024-01-31,701470,3,6000.00,,2117.99,
902928,2024-03-10,701471,2,4800.00,50,4500.00,Y
902929,2024-10-28,701472,3,4800.00,,1200.00,
902930,2024-11-04,701472,4,4800.00,,1200.00,
902931,2024-11-11,701472,3,4800.00,,1200.00,0
902932,2024-11-18,701472,3,4800.00,,1200.00,1
902933,2024-05-06,701473,4,3500.00,,228.07,No
902934,2024-05-13,701473,4,3500.00,,228.07,No
902935,2024-05-20,701473,5,3500.00,,228.07,0
902936,2024-05-27,701473,4,3500.00,,228.08,No
902937,2024-09-06,701474,4,4200.00,10,2343.26,N
902938,2025-05-13,701475,4,3500.00,,1750.00,0
902939,2025-05-20,701475,2,3500.00,,1750.00,Y
902940,2024-04-29,701476,2,7200.00,40,746.00,
902941,2024-05-06,701476,1,7200.00,40,746.00,
902942,2024-05-13,701476,5,7200.00,40,745.99,0
902943,2025-07-20,701477,5,4800.00,30,1810.65,N
902944,2025-03-15,701479,3,7200.00,,1118.09,0
902945,2025-03-22,701479,2,7200.00,,1118.09,
902946,2025-03-29,701479,3,7200.00,,1118.10,No
902947,2024-12-13,701480,2,4800.00,20,687.84,0
902948,2024-12-20,701480,5,4800.00,20,687.84,N
902949,2024-12-27,701480,1,4800.00,20,687.84,0
902950,2025-01-03,701480,3,4800.00,20,687.82,
902951,2024-01-30,701481,2,4800.00,,3288.34,
902952,2025-04-10,701482,3,4800.00,20,4050.00,Y
902953,2025-01-17,701483,1,7200.00,50,6900.00,1
902954,2024-10-12,701484,3,5400.00,30,1126.75,N
902955,2024-10-19,701484,5,5400.00,30,1126.75,
902956,2024-03-15,701485,5,4200.00,,4200.00,1
902957,2025-08-18,701486,4,4200.00,,210.16,
902958,2025-08-25,701486,2,4200.00,,210.16,0
902959,2025-09-01,701486,1,4200.00,,210.16,N
902960,2025-09-08,701486,2,4200.00,,210.15,0
902961,2024-01-06,701487,3,4200.00,10,1233.33,N
902962,2024-01-13,701487,4,4200.00,10,1233.33,No
902963,2024-01-20,701487,5,4200.00,10,1233.34,1
902964,2025-06-16,701488,5,4800.00,30,1904.48,
902965,2025-02-24,701489,4,3500.00,50,3200.00,Yes
902966,2024-11-06,701492,2,7200.00,,7200.00,Yes
902967,2025-06-22,701493,1,6000.00,,6000.00,Yes
902968,2024-01-18,701494,3,4200.00,,3405.65,0
902969,2024-07-24,701495,2,3500.00,30,193.91,N
902970,2024-07-31,701495,2,3500.00,30,193.91,N
902971,2024-08-07,701495,1,3500.00,30,193.91,No
902972,2024-08-14,701495,2,3500.00,30,193.89,
902973,2025-08-21,701496,4,7200.00,40,3912.69,No
902974,2024-07-09,701497,4,7200.00,,1067.41,N
902975,2024-07-16,701497,5,7200.00,,1067.41,No
902976,2024-07-23,701497,2,7200.00,,1067.40,
902977,2024-06-01,701498,4,5400.00,20,2299.89,N
902978,2025-03-07,701499,4,6000.00,,6000.00,Y
902979,2024-03-16,701500,5,6000.00,20,5250.00,Y
902980,2025-07-30,701501,4,4800.00,,1600.00,N
902981,2025-08-06,701501,5,4800.00,,1600.00,No
902982,2025-08-13,701501,2,4800.00,,1600.00,1
902983,2024-02-01,701503,5,7200.00,10,6700.00,1
902984,2025-07-14,701504,5,7200.00,50,3450.00,
902985,2025-07-21,701504,1,7200.00,50,3450.00,1
902986,2024-11-25,701505,1,5400.00,,1106.41,
902987,2024-12-02,701505,2,5400.00,,1106.42,No
902988,2024-03-20,701507,5,4800.00,,546.51,No
902989,2024-03-27,701507,3,4800.00,,546.51,No
902990,2025-06-14,701508,3,7200.00,,2515.27,N
902991,2025-06-21,701508,1,7200.00,,2515.27,0
902992,2025-06-12,701509,1,7200.00,20,3225.00,No
902993,2025-06-19,701509,4,7200.00,20,3225.00,1
902994,2024-11-28,701511,5,4800.00,30,2373.41,N
902995,2024-12-12,701512,5,4200.00,50,1300.00,No
902996,2024-12-19,701512,1,4200.00,50,1300.00,No
902997,2024-12-26,701512,1,4200.00,50,1300.00,1
902998,2024-02-08,701513,1,3500.00,30,2300.00,Yes
902999,2024-04-28,701514,5,6000.00,60,3000.00,No
903000,2024-05-05,701514,5,6000.00,60,3000.00,1
903001,2024-03-29,701515,3,7200.00,10,2854.66,N
903002,2025-08-19,701516,2,5400.00,,1800.00,
903003,2025-08-26,701516,5,5400.00,,1800.00,0
903004,2025-09-02,701516,2,5400.00,,1800.00,Yes
903005,2024-03-14,701517,5,4200.00,,1400.00,No
903006,2024-03-21,701517,1,4200.00,,1400.00,No
903007,2024-03-28,701517,5,4200.00,,1400.00,Yes
903008,2024-09-30,701518,5,3500.00,40,634.17,N
903009,2024-10-07,701518,1,3500.00,40,634.17,N
903010,2024-08-29,701519,4,6000.00,,6000.00,Yes
903011,2024-08-22,701520,3,6000.00,,2261.35,N
903012,2024-08-20,701522,5,6000.00,50,1747.24,N
903013,2024-08-27,701522,3,6000.00,50,1747.25,0
903014,2024-08-03,701523,2,6000.00,,1500.00,0
903015,2024-08-10,701523,4,6000.00,,1500.00,N
