TRANS_ID,PROD_KEY,STORE_KEY,TRANS_DT,TRANS_TIME,PRIORITY,SALES_QTY,SALES_PRICE,SALES_AMT,DISCOUNT,SALES_COST,SALES_MGRN,SHIPMODE,SHIP_COST
245090,288283,9004,10/20/2009,16,"""Medium""",18,170.98,2613.93,0,2829.45,248.19,"""Delivery Truck""",35.89
245092,203328,9004,6/22/2011,8,"""Critical""",20.3,16.91,482.91,0.1,506.88,-16.59,"""Regular Air""",6.25
245094,497806,9004,5/24/2010,20,"""High""",16,5.58,116.55,0.09,151.18,-39.67,"""Express Air""",5.3
245096,209997,9004,3/25/2009,7,"""Critical""",16,5.68,108.09,0.07,87.77,25.76,"""Regular Air""",1.39
245098,216626,9004,1/2/2012,12,"""Critical""",18.9,10.48,195.58,0.1,375.11,-92.25,"""Regular Air""",6.91
245100,217793,9004,5/7/2011,19,"""Critical""",34.4,11.99,368.04,0.08,480.86,34.63,"""Express Air""",5.99
245102,751161,9004,8/15/2010,14,"""High""",16.1,880.98,14744.04,0.01,14549,5713.53,"""Delivery Truck""",44.55
245104,209997,9004,5/8/2010,11,"""Low""",25.6,5.68,171.52,0.1,135.05,46.61,"""Regular Air""",1.39
245106,797793,9004,7/24/2010,17,"""High""",0.9,12.28,18.16,0.03,19.5,-7.25,"""Regular Air""",6.13
245108,761908,9004,7/25/2010,17,"""Critical""",17,7.28,122.74,0.08,151.81,-28.13,"""Regular Air""",5.47
245110,930243,9004,1/28/2012,18,"""Medium""",9.8,40.97,498.18,0,497.07,76.51,"""Regular Air""",8.99
245112,688400,9004,3/30/2012,9,"""Low""",14,1.14,22.28,0.09,25.37,-2.66,"""Regular Air""",0.7
245114,637817,9004,10/27/2012,12,"""Not Specified""",4.9,999.99,6362.94,0.1,7221.61,-221.78,"""Regular Air""",13.99
245116,800889,9004,8/28/2010,8,"""Medium""",26.4,15.15,505.08,0.01,556.85,-56.91,"""Regular Air""",10.13
245118,470802,9004,7/17/2010,8,"""High""",32.9,23.99,937.6,0.1,843.64,283.79,"""Regular Air""",6.71
245120,805551,9004,6/7/2012,13,"""Not Specified""",23.8,22.98,660.87,0.03,565.43,215.86,"""Regular Air""",7.58
245122,467302,9004,3/1/2011,11,"""Not Specified""",24,8.01,154.24,0.05,161.19,31,"""Regular Air""",2.87
245124,294769,9004,11/23/2010,18,"""High""",13,21.98,189.44,0.1,278.57,7.07,"""Regular Air""",8.32
245126,209997,9004,12/4/2010,20,"""Not Specified""",18,5.68,91.21,0.06,76.07,26.11,"""Regular Air""",1.39
245128,242881,9004,6/13/2012,9,"""Not Specified""",47,167.27,6118.38,0.05,8875.65,-1014.01,"""Express Air""",35
245130,953470,9004,3/10/2012,12,"""Critical""",26,160.98,3258.54,0.08,3809.19,376.21,"""Delivery Truck""",30
245132,632743,9004,10/17/2009,20,"""Low""",28.8,78.8,2179.3,0.09,3470.6,-949.09,"""Regular Air""",35
245134,836171,9004,5/25/2012,8,"""Critical""",6,8.95,37.6,0.1,50.78,2.82,"""Regular Air""",2.01
245136,525375,9004,5/25/2012,16,"""Critical""",29.7,55.29,1266.45,0.04,1370.04,454.49,"""Regular Air""",5.08
245138,428687,9004,3/19/2011,10,"""Not Specified""",28,3.74,119.76,0.02,146.84,-15.96,"""Regular Air""",0.94
245140,607634,9004,11/23/2009,16,"""Medium""",39,17.78,510.45,0,499.27,194.15,"""Express Air""",5.03
245142,853927,9004,6/6/2009,11,"""Critical""",39,2.84,94.47,0.07,107.48,3.21,"""Regular Air""",0.93
245144,165300,9004,11/18/2010,14,"""Not Specified""",34,276.2,9107.27,0.07,6927.37,2463.36,"""Regular Air""",24.49
245146,853927,9004,7/30/2010,14,"""Not Specified""",27.3,2.84,105.89,0.08,106.55,4.13,"""Regular Air""",0.93
245148,357719,9004,7/30/2010,8,"""Not Specified""",47,1.88,62.09,0.06,108.75,-20.45,"""Regular Air""",1.49
245150,221286,9004,3/3/2012,7,"""Critical""",37.8,110.98,4362.01,0.04,3840.18,820.94,"""Regular Air""",13.99
245152,248300,9004,8/14/2009,11,"""Critical""",46,70.98,3412.08,0.04,3025.81,239.23,"""Delivery Truck""",26.85
245154,161786,9004,10/21/2012,7,"""Medium""",11.9,60.65,900.61,0,651.77,379.28,"""Regular Air""",12.23
245156,967595,9004,12/19/2010,10,"""Medium""",22,65.99,1295.5,0.01,1226.91,224.86,"""Express Air""",3.99
245158,746290,9004,5/23/2010,20,"""Critical""",5.6,125.99,740.12,0.1,1368.13,-360.31,"""Express Air""",8.8
245160,575546,9004,1/24/2012,11,"""Low""",21.7,5.84,138.39,0.05,119.48,61.51,"""Regular Air""",1
245162,250373,9004,9/16/2011,10,"""Critical""",33.6,13.99,513.68,0,546.02,41.56,"""Regular Air""",7.51
245164,101065,9004,6/6/2010,15,"""Low""",36.9,155.99,3601.41,0.09,4959.67,1435.83,"""Regular Air""",3.9
245166,105743,9004,2/18/2011,8,"""Low""",42.3,442.14,16212.18,0.08,14611.86,6168.64,"""Delivery Truck""",14.7
245168,314388,9004,8/1/2012,7,"""High""",7.2,205.99,1018.62,0.1,2263.49,-615.67,"""Regular Air""",8.99
245170,467302,9004,8/1/2012,9,"""High""",4,8.01,35.71,0.09,46.67,-6.71,"""Regular Air""",2.87
245172,954683,9004,9/30/2010,9,"""Not Specified""",36,60.98,2300.45,0.02,1570.62,624.64,"""Regular Air""",19.99
245174,593359,9004,7/3/2011,15,"""Critical""",4.5,2.18,15.6,0.09,9.14,1.67,"""Express Air""",0.78
245176,1064589,9004,11/11/2009,9,"""Not Specified""",10,95.99,695.83,0.03,1294.93,-335.06,"""Regular Air""",35
245178,568048,9004,9/5/2010,7,"""Not Specified""",27,4.71,111.03,0.09,133.77,-6.69,"""Regular Air""",0.7
245180,772761,9004,10/20/2010,10,"""Medium""",35,810.98,20250.67,0.05,19772.14,8612.11,"""Delivery Truck""",16.06
245182,217562,9004,5/2/2011,15,"""Low""",11.7,12.21,106.5,0.09,185.51,-26.87,"""Regular Air""",4.81
245184,209997,9004,5/2/2011,16,"""Low""",7.2,5.68,40.1,0.05,40.58,4.81,"""Regular Air""",1.39
245186,802024,9004,7/2/2012,15,"""Not Specified""",39.6,70.71,2643.5,0,3745.73,-634.49,"""Regular Air""",37.58
245188,288283,9004,4/6/2009,19,"""Critical""",26.6,170.98,6532.48,0.01,5958.71,538.52,"""Delivery Truck""",35.89
245190,751161,9004,1/6/2009,12,"""Critical""",21,880.98,18293.37,0.04,37482.96,-11053.6,"""Delivery Truck""",44.55
245192,623868,9004,8/30/2011,13,"""Critical""",19.6,65.99,1342.65,0.1,1722.79,124.83,"""Regular Air""",8.99
245194,287133,9004,4/10/2011,8,"""Medium""",36,99.99,4598.73,0.04,3450.06,1049.45,"""Regular Air""",19.99
245196,957636,9004,11/25/2009,17,"""Medium""",7,11.58,69.03,0.05,95.04,-14.03,"""Regular Air""",6.97
245198,242881,9004,10/22/2010,8,"""Not Specified""",6,167.27,1086.39,0.03,1314.82,-311.23,"""Regular Air""",35
245200,465557,9004,4/22/2012,12,"""Low""",34.3,11.48,513.39,0.07,483.56,78.89,"""Regular Air""",5.43
245202,845743,9004,10/4/2010,13,"""Critical""",30,15.57,354.77,0.06,273.92,193.12,"""Regular Air""",1.39
245204,952554,9004,12/25/2011,17,"""Medium""",12,286.85,2354.98,0.1,4995.88,-693.23,"""Delivery Truck""",61.76
245206,698263,9004,12/25/2011,17,"""Medium""",8,140.98,987.65,0.08,1727.2,-317.48,"""Delivery Truck""",36.09
245208,79748,9004,1/14/2009,14,"""Critical""",18.4,306.14,7202.94,0.02,5616.09,1425.11,"""Delivery Truck""",26.53
245210,553905,9004,1/12/2010,17,"""High""",1.8,2.74,8.87,0.03,12.24,-6.79,"""Regular Air""",3.5
245212,991431,9004,11/17/2009,13,"""Low""",38.7,9.49,320.36,0.07,446.58,-38.58,"""Regular Air""",5.76
245214,260366,9004,11/7/2011,13,"""Critical""",18.2,574.74,12515.29,0.05,8502.01,6441.18,"""Regular Air""",24.49
245216,910598,9004,8/20/2012,11,"""Critical""",42,42.76,1691.51,0.08,1510.68,285.16,"""Regular Air""",6.22
245218,410393,9004,2/7/2009,14,"""Low""",24,19.98,441.1,0.04,491.36,108,"""Regular Air""",8.68
245220,704958,9004,10/10/2011,12,"""Low""",43,1.86,75.01,0.01,173.15,-93.18,"""Regular Air""",2.58
245222,500747,9004,12/18/2011,8,"""Not Specified""",33.6,95.99,2970.41,0.09,3803.83,803.6,"""Regular Air""",7.69
245224,674377,9004,8/4/2009,13,"""Medium""",12.8,11.35,189.04,0.08,256.29,-74.77,"""Regular Air""",8.6
245226,1023942,9004,7/19/2012,19,"""Not Specified""",45,10.31,435.37,0.02,257.66,206.27,"""Regular Air""",1.79
245228,1064589,9004,12/6/2011,11,"""Low""",18,95.99,1559.79,0.09,2233.42,-505.69,"""Regular Air""",35
245230,748835,9004,12/6/2011,18,"""Low""",24.8,125.99,3448.65,0.02,3005.26,900.41,"""Regular Air""",8.99
245232,294769,9004,7/9/2010,9,"""Medium""",16.2,21.98,271.69,0.04,355.49,40.11,"""Regular Air""",8.32
245234,990083,9004,6/8/2012,20,"""Medium""",16.8,4.98,80.88,0.04,76.13,43.35,"""Regular Air""",0.8
245236,1049864,9004,2/14/2010,15,"""Medium""",20.3,65.99,1103.35,0.05,1627.54,286.12,"""Regular Air""",3.99
245238,492902,9004,11/20/2010,7,"""High""",30.8,14.03,552.91,0.02,789,-171.7,"""Regular Air""",9.37
245240,272408,9004,3/12/2012,13,"""Medium""",19,4.24,80.81,0.1,147.92,-67.46,"""Regular Air""",5.41
245242,967595,9004,3/21/2011,18,"""Low""",5.6,65.99,407.87,0.02,627.54,-165.63,"""Regular Air""",3.99
245244,905242,9004,10/3/2010,9,"""Not Specified""",18,130.98,1665.41,0.06,2619.35,-261.77,"""Delivery Truck""",30
245246,455222,9004,2/29/2012,11,"""Medium""",7,37.94,226.43,0.09,226.26,39.23,"""Regular Air""",5.08
245248,632743,9004,6/13/2012,18,"""Not Specified""",31.5,78.8,2862.25,0.03,4643.94,-1097.97,"""Regular Air""",35
245250,748835,9004,3/9/2012,10,"""Critical""",6.4,125.99,604.51,0.04,1272.16,-264.28,"""Regular Air""",8.99
245254,798361,9004,2/24/2010,11,"""High""",3.5,37.44,130.55,0.04,183,4.16,"""Express Air""",4.27
245256,479758,9004,7/17/2010,18,"""High""",25.2,19.84,487.76,0.06,412.42,143.04,"""Regular Air""",4.1
245258,455222,9004,11/30/2012,13,"""Not Specified""",28,37.94,1020.49,0.08,810.49,517.33,"""Regular Air""",5.08
245260,945371,9004,9/20/2010,14,"""Critical""",29.6,8.67,288.92,0.1,332.57,-11.88,"""Express Air""",3.5
245262,181963,9004,11/30/2012,9,"""Not Specified""",2.1,70.97,170.33,0,278.06,-65.15,"""Regular Air""",3.5
245264,452225,9004,11/5/2009,16,"""Medium""",10.4,12.99,164.9,0.01,269.75,-100.89,"""Regular Air""",14.37
245266,131747,9004,8/4/2010,10,"""High""",0.9,14.48,15.47,0,49.82,-35.34,"""Regular Air""",1.99
245268,287133,9004,8/4/2010,19,"""High""",21.6,99.99,2151.58,0.04,2299.76,399.93,"""Regular Air""",19.99
245270,72789,9004,2/2/2011,19,"""Not Specified""",16.8,5.94,116.12,0.07,311.66,-169.17,"""Regular Air""",9.92
245272,766319,9004,7/22/2011,14,"""High""",41.4,4.98,185.08,0.03,310.91,-81.86,"""Regular Air""",4.7
245274,101065,9004,2/17/2012,12,"""High""",20,155.99,2073.94,0.06,2691.27,428.47,"""Regular Air""",3.9
245276,79748,9004,12/21/2010,10,"""Low""",48,306.14,13101,0.04,10865.05,3829.63,"""Delivery Truck""",26.53
245278,639545,9004,12/21/2009,9,"""High""",27,90.48,2087.62,0,1531.3,911.66,"""Regular Air""",19.99
245280,409791,9004,2/5/2009,14,"""Critical""",18.4,279.81,4293.23,0.06,5192.4,1243.17,"""Delivery Truck""",23.19
245282,607882,9004,3/27/2009,18,"""High""",25,11.97,286.07,0.07,335.12,-35.94,"""Regular Air""",4.98
245284,761908,9004,9/21/2010,11,"""Critical""",4.9,7.28,48.81,0.08,67.34,-16.46,"""Regular Air""",5.47
245286,715054,9004,10/18/2009,12,"""Critical""",8.1,128.24,1246.68,0.01,935.67,218.48,"""Regular Air""",12.65
245288,1064589,9004,5/7/2011,19,"""High""",8,95.99,593.19,0.08,1128.02,-360.18,"""Regular Air""",35
245290,623868,9004,10/18/2009,17,"""Critical""",26.6,65.99,1480.67,0.04,2136.17,371.41,"""Regular Air""",8.99
245292,947094,9004,2/23/2009,9,"""High""",19,20.98,467.4,0.01,1249.7,-851.09,"""Delivery Truck""",53.03
245294,573539,9004,7/25/2011,17,"""Critical""",28.7,34.58,1267.51,0.06,1241.09,176.63,"""Regular Air""",8.99
245296,399912,9004,10/26/2012,18,"""High""",14,145.45,1720.86,0.03,1857.22,179.05,"""Delivery Truck""",17.85
245298,242881,9004,11/13/2010,17,"""Critical""",27.3,167.27,6068.24,0.03,7025.55,-502.05,"""Regular Air""",35
245300,109003,9004,5/28/2011,7,"""Not Specified""",9.8,14.97,180.38,0,238.65,-29.07,"""Regular Air""",7.51
245302,223319,9004,3/19/2009,20,"""High""",20.3,12.28,262.27,0,325.49,30.63,"""Express Air""",6.35
245304,999980,9004,5/2/2012,7,"""Low""",21.6,9.06,177.94,0.06,336.69,-119.31,"""Regular Air""",9.86
245306,487515,9004,8/7/2010,14,"""Not Specified""",34.3,20.28,1058.43,0.02,748.7,245,"""Regular Air""",6.68
245308,218863,9004,6/14/2012,16,"""Low""",21.6,205.99,4488.26,0.06,4811.12,750.55,"""Regular Air""",5
245310,607634,9004,12/17/2010,9,"""Critical""",15,17.78,183.6,0.09,259.35,7.26,"""Regular Air""",5.03
245312,410393,9004,2/14/2009,7,"""High""",37.6,19.98,802.74,0.01,730.99,208.06,"""Regular Air""",8.68
245314,664514,9004,12/17/2010,8,"""Critical""",1.8,65.99,116.31,0.04,432.79,-300.85,"""Regular Air""",3.9
245316,953470,9004,7/21/2012,10,"""Not Specified""",27.3,160.98,4306.76,0.08,5510.08,768.06,"""Delivery Truck""",30
245318,1041463,9004,5/6/2010,11,"""Low""",7.7,15.28,178.57,0.05,205.42,-37.39,"""Regular Air""",10.91
245320,325508,9004,8/5/2009,18,"""Low""",33.6,10.48,313.15,0.01,399.23,40.92,"""Regular Air""",2.89
245322,928702,9004,10/9/2011,14,"""Medium""",7.2,4.82,43.26,0.1,39.38,3.9,"""Regular Air""",1.49
245324,545294,9004,8/23/2012,14,"""Medium""",41.4,2.88,120.98,0.05,123.09,9.34,"""Regular Air""",1.01
245326,625704,9004,3/2/2012,14,"""High""",2.4,21.98,56.59,0.09,91.81,-25.96,"""Regular Air""",2.87
245328,472903,9004,3/2/2012,15,"""High""",18.9,499.99,12870.23,0.01,7220.54,6279.18,"""Regular Air""",24.49
245330,434079,9004,10/4/2009,9,"""Not Specified""",30.1,205.99,5115.8,0.05,7177.29,1680.23,"""Express Air""",8.99
245332,967595,9004,12/27/2009,8,"""Not Specified""",4.9,65.99,272.1,0.01,652.34,-190.42,"""Regular Air""",3.99
245334,973228,9004,10/6/2011,9,"""Medium""",4.9,195.99,1029.09,0.04,1847.55,-475.66,"""Express Air""",4.2
245336,609474,9004,10/26/2011,14,"""Critical""",17.1,3.75,67.67,0.05,164.87,-93.67,"""Regular Air""",7.5
245338,357719,9004,11/13/2012,19,"""Critical""",19,1.88,25.73,0.06,45.48,-9.82,"""Regular Air""",1.49
245340,715054,9004,5/12/2009,15,"""Not Specified""",4.9,128.24,598.52,0.08,899.28,-1.68,"""Regular Air""",12.65
245342,250373,9004,2/10/2009,9,"""Critical""",4.9,13.99,73.12,0.01,134.69,-36.77,"""Regular Air""",7.51
245344,999980,9004,11/4/2009,18,"""Critical""",25.2,9.06,298.23,0.03,498.3,-172.17,"""Express Air""",9.86
245346,908570,9004,8/8/2009,15,"""High""",10.5,95.99,831.01,0.03,1406.63,33.19,"""Regular Air""",4.9
245348,760927,9004,5/26/2012,19,"""High""",39,40.98,1516.82,0.1,1681.4,-83.28,"""Regular Air""",6.5
245350,829409,9004,4/15/2012,12,"""Medium""",23.2,4.76,105.76,0.02,133.43,4.59,"""Express Air""",3.01
245352,410393,9004,3/5/2009,17,"""Medium""",8.1,19.98,168,0.02,177.74,2.06,"""Regular Air""",8.68
245354,453581,9004,3/5/2009,11,"""Medium""",7.2,19.99,157.13,0.01,151.99,27.91,"""Regular Air""",11.17
245356,991431,9004,11/29/2010,13,"""Not Specified""",1.6,9.49,24.53,0.04,47.08,-28.14,"""Regular Air""",5.76
245358,255922,9004,11/29/2010,9,"""Not Specified""",3.2,30.56,88.05,0.02,113.79,8.43,"""Regular Air""",2.99
245360,453581,9004,3/28/2012,14,"""Not Specified""",2.1,19.99,64.34,0.06,17.93,41.98,"""Regular Air""",11.17
245362,455222,9004,5/13/2009,11,"""Not Specified""",15.4,37.94,576.15,0.02,516.41,318.25,"""Regular Air""",5.08
245364,203328,9004,3/15/2010,9,"""Low""",25.2,16.91,580.04,0.09,640.53,-31.86,"""Express Air""",6.25
245366,260366,9004,1/3/2009,20,"""Low""",44.1,574.74,25523.46,0.05,13721.82,14440.39,"""Regular Air""",24.49
245368,245758,9004,1/3/2009,19,"""Low""",10.8,10.14,86.63,0.04,89.2,32.44,"""Regular Air""",2.27
245370,588803,9004,9/14/2011,13,"""Not Specified""",3.2,1360.14,3830.48,0.06,8256.84,-2816.34,"""Delivery Truck""",14.7
245372,399912,9004,1/27/2011,18,"""Not Specified""",35.1,145.45,4322.7,0.06,4723.7,948.79,"""Delivery Truck""",17.85
245374,479758,9004,5/24/2011,19,"""Critical""",0.8,19.84,21.33,0.05,28.76,-8.97,"""Regular Air""",4.1
245376,984757,9004,6/19/2012,19,"""Critical""",16,155.99,1389.98,0.1,2460.09,35.65,"""Regular Air""",8.99
245378,587889,9004,6/19/2012,8,"""Critical""",34,279.48,8569.91,0.04,9330.98,171.3,"""Regular Air""",35
245380,288283,9004,3/2/2009,12,"""High""",0.8,170.98,159.58,0.08,291.14,-120.24,"""Delivery Truck""",35.89
245382,637817,9004,2/6/2009,20,"""Critical""",2,999.99,1286.73,0.09,4531.37,-2531.48,"""Regular Air""",13.99
243344,573049,9004,9/19/2012,17,"""Critical""",16.8,3.15,68.45,0.02,45.55,30.03,"""Regular Air""",0.49
243346,430465,9004,7/19/2010,9,"""Not Specified""",36,2.62,112.69,0.01,79.9,37.99,"""Express Air""",0.8
243348,747572,9004,1/11/2012,16,"""Not Specified""",27,13.48,304.22,0.08,424.9,-20.58,"""Regular Air""",4.51
243350,226603,9004,12/8/2011,7,"""High""",25.2,60.97,1374.3,0.05,1193.18,513.93,"""Express Air""",4.5
243352,285357,9004,4/12/2011,17,"""Medium""",3.2,110.98,379.1,0.01,627.17,-183.26,"""Delivery Truck""",30
243354,738097,9004,5/18/2012,16,"""High""",12,213.45,2608.79,0.03,2494.01,67.36,"""Delivery Truck""",14.7
243356,967842,9004,4/10/2009,18,"""Not Specified""",23.2,328.14,9492.92,0.05,8743.97,772.04,"""Delivery Truck""",91.05
243360,462054,9004,11/19/2012,16,"""Medium""",9.9,64.65,773.74,0.02,1020.61,-309.48,"""Regular Air""",35
243362,119069,9004,1/20/2010,11,"""Critical""",4.5,264.98,1128.5,0.09,1902.29,-577.48,"""Delivery Truck""",17.86
243364,317714,9004,5/3/2011,9,"""High""",16.8,1.6,41.85,0.04,46.8,-8.44,"""Express Air""",1.29
243366,905242,9004,12/10/2011,14,"""Not Specified""",45,130.98,4737.39,0.02,6181.7,-287.62,"""Delivery Truck""",30
243368,98988,9004,4/26/2009,10,"""Medium""",18,419.19,5633.92,0.04,6436.09,1947.67,"""Regular Air""",19.99
243370,219708,9004,7/12/2009,17,"""Not Specified""",35,10.01,381.36,0,222.32,128.03,"""Express Air""",1.99
243372,752212,9004,4/23/2012,9,"""Medium""",10,238.4,1535.75,0.09,2342.08,41.83,"""Regular Air""",24.49
243374,101065,9004,4/23/2012,16,"""Medium""",29.6,155.99,4191.89,0.06,4528.72,1242.85,"""Regular Air""",3.9
243376,853927,9004,10/14/2010,19,"""Critical""",39,2.84,77.25,0.05,102.11,8.6,"""Regular Air""",0.93
243378,394339,9004,7/28/2009,13,"""Critical""",3.6,3502.14,13070.2,0.07,20932.09,-6923.6,"""Delivery Truck""",8.73
243380,491548,9004,9/10/2010,20,"""Critical""",23.2,40.97,1100.33,0.02,686.12,501.99,"""Regular Air""",1.99
243382,747572,9004,7/25/2010,13,"""High""",8.1,13.48,117.39,0.03,129.99,-8.7,"""Regular Air""",4.51
243384,249175,9004,6/14/2011,12,"""Critical""",32.2,4.55,221.13,0.01,149.59,59.7,"""Regular Air""",1.49
243386,357719,9004,6/14/2011,18,"""Critical""",8,1.88,11.45,0.05,20.61,-5.62,"""Regular Air""",1.49
243388,930243,9004,9/19/2009,16,"""High""",9.9,40.97,364.7,0.03,441.49,9.15,"""Express Air""",8.99
243390,219855,9004,1/17/2009,10,"""Medium""",18,7.64,104.09,0.1,97.12,40.3,"""Regular Air""",1.39
243392,784832,9004,12/19/2012,9,"""Medium""",31,65.99,1240.55,0.02,1654.81,390.86,"""Regular Air""",4.99
243394,607882,9004,7/7/2011,11,"""High""",4,11.97,49.86,0.09,69.56,-21.77,"""Regular Air""",4.98
243396,175764,9004,4/24/2012,17,"""Critical""",40,6.08,229.41,0.09,226.71,77.2,"""Regular Air""",1.82
243398,888317,9004,5/3/2009,9,"""Low""",39.2,30.98,1400.91,0.09,1681.46,-163.53,"""Regular Air""",19.51
243400,967595,9004,7/18/2011,9,"""Critical""",31.2,65.99,1753.95,0.06,2055.73,517.82,"""Express Air""",3.99
243402,209997,9004,7/17/2009,13,"""Medium""",28.8,5.68,159.77,0.05,129.1,52.61,"""Regular Air""",1.39
243404,805551,9004,10/30/2012,12,"""High""",31.5,22.98,517.08,0.1,695.04,109.16,"""Regular Air""",7.58
243406,472903,9004,11/21/2010,20,"""Not Specified""",40,499.99,13376.73,0.1,20378.79,-379.29,"""Express Air""",24.49
243408,674000,9004,11/4/2010,11,"""High""",28.8,8.34,302.63,0,274.29,25.95,"""Express Air""",4.82
243410,227306,9004,10/8/2012,16,"""Low""",2.8,52.71,145.29,0.08,194.53,16.23,"""Regular Air""",2.5
243412,953470,9004,7/31/2009,12,"""Medium""",23.1,160.98,4854.96,0.01,4523.54,788.79,"""Delivery Truck""",30
243414,218863,9004,11/25/2009,8,"""Medium""",9.1,205.99,1775.78,0.04,2747.61,-69.78,"""Express Air""",5
243416,871182,9004,11/25/2009,13,"""Medium""",16.8,300.98,6930.97,0.05,4649.35,2574.12,"""Regular Air""",13.99
243418,952554,9004,9/8/2012,13,"""Low""",9.9,286.85,2618.11,0.04,3294.58,-139.27,"""Delivery Truck""",61.76
243420,715054,9004,7/31/2009,18,"""Medium""",21.7,128.24,2762.17,0.03,2944.09,1031.32,"""Regular Air""",12.65
243422,123797,9004,10/26/2010,19,"""Critical""",7.7,125.99,1118.4,0.06,1598.16,-212.33,"""Regular Air""",8.08
243424,609559,9004,2/7/2011,16,"""Critical""",33.6,110.99,2730.37,0.08,3516.87,1144.63,"""Regular Air""",2.5
243426,455222,9004,10/12/2010,7,"""Low""",15.4,37.94,761.72,0.04,493.11,341.53,"""Express Air""",5.08
243428,492902,9004,2/26/2011,18,"""Critical""",16.8,14.03,278.66,0,374.83,-80.2,"""Express Air""",9.37
243430,361692,9004,1/9/2011,15,"""Medium""",24,11.97,339.49,0.08,433.23,-74.21,"""Regular Air""",5.81
243432,357719,9004,11/22/2012,9,"""Low""",15.4,1.88,35.18,0.04,50.37,-9.05,"""Regular Air""",1.49
243434,191273,9004,1/20/2012,7,"""Low""",25.2,23.99,558,0.02,501.81,169.89,"""Regular Air""",6.3
243436,399912,9004,5/5/2011,9,"""Not Specified""",32.2,145.45,6637.63,0.03,5202.73,1487.94,"""Delivery Truck""",17.85
243438,497806,9004,11/29/2010,13,"""Not Specified""",13.3,5.58,93.1,0.03,138.59,-32.6,"""Regular Air""",5.3
243440,707900,9004,11/30/2011,17,"""High""",30.8,3.6,124.62,0.04,168.36,-10,"""Regular Air""",2.2
243442,79748,9004,2/20/2010,18,"""Critical""",14.7,306.14,4743.84,0,5033.92,1395.02,"""Delivery Truck""",26.53
243444,154899,9004,11/2/2009,8,"""Low""",21,3.58,107.96,0.01,94.15,13.24,"""Regular Air""",1.63
243446,217562,9004,2/25/2010,17,"""Not Specified""",25.6,12.21,345.43,0.03,411.84,-21.15,"""Regular Air""",4.81
243448,786593,9004,7/17/2009,8,"""Medium""",35,1.76,69.36,0.07,273.27,-185.34,"""Regular Air""",4.86
243450,455222,9004,6/4/2012,16,"""Critical""",11.2,37.94,561.02,0.03,371.5,235.51,"""Regular Air""",5.08
243452,945371,9004,3/18/2011,7,"""Not Specified""",37.8,8.67,336.94,0.03,365.27,-1.16,"""Regular Air""",3.5
243454,845743,9004,9/3/2012,11,"""Low""",14.4,15.57,190.3,0.03,171.04,109.19,"""Regular Air""",1.39
243456,388220,9004,4/18/2012,16,"""Critical""",0.7,1938.02,1996.16,0,5912.48,-3974.46,"""Regular Air""",13.99
243458,361692,9004,12/26/2010,15,"""Low""",11.9,11.97,191.75,0.03,235.2,-31.74,"""Regular Air""",5.81
243462,572974,9004,11/15/2009,14,"""Medium""",27.3,20.34,883.15,0.01,1941.44,-1148.19,"""Regular Air""",35
243464,942547,9004,4/10/2009,12,"""Not Specified""",26.1,7.08,203.4,0.04,180.69,24.59,"""Regular Air""",2.35
243466,123797,9004,12/24/2010,9,"""Not Specified""",7.2,125.99,667.79,0.02,1383.22,-249.33,"""Regular Air""",8.08
243468,455572,9004,7/30/2010,12,"""High""",16.8,43.57,944.54,0.05,1051.04,-5.41,"""Regular Air""",16.36
243470,430465,9004,6/15/2010,17,"""Critical""",25,2.62,67.58,0.09,48.61,16.8,"""Express Air""",0.8
243472,361692,9004,8/12/2012,16,"""Low""",38,11.97,364.82,0.02,516.45,-61.61,"""Regular Air""",5.81
243474,399912,9004,12/21/2012,17,"""High""",13.6,145.45,2081.66,0.09,2429.53,43.03,"""Delivery Truck""",17.85
243476,470802,9004,6/5/2010,18,"""Critical""",35.1,23.99,893.29,0.08,679.37,256.16,"""Regular Air""",6.71
243478,886808,9004,3/2/2010,16,"""Critical""",29,45.99,768.96,0.05,1114.93,218.73,"""Regular Air""",2.5
243480,475614,9004,10/12/2009,9,"""Not Specified""",10.5,6.68,93.2,0.03,80.58,19.59,"""Regular Air""",1.5
243482,200320,9004,2/15/2012,17,"""Not Specified""",25.2,3.78,103.52,0,59.54,46.3,"""Regular Air""",0.71
243484,572974,9004,1/10/2010,11,"""Low""",7,20.34,169.75,0.09,337.14,-194.85,"""Regular Air""",35
243486,1045401,9004,3/10/2010,12,"""Medium""",17.1,39.06,730.85,0,522.07,220.07,"""Regular Air""",10.55
243488,381085,9004,3/5/2010,17,"""High""",25.6,1.68,48.01,0.04,58.4,-4.68,"""Regular Air""",0.7
243490,161786,9004,10/31/2012,12,"""Critical""",2,172.99,236.32,0.1,556.66,-210.78,"""Regular Air""",19.99
243492,910598,9004,2/6/2011,20,"""Medium""",21.6,42.76,974.22,0.01,871.37,283.14,"""Regular Air""",6.22
243494,123797,9004,10/9/2009,12,"""Not Specified""",49,125.99,4197.98,0,4707.64,1465.87,"""Regular Air""",8.08
243496,240546,9004,3/4/2009,7,"""Low""",4.8,205.99,876.47,0.1,1929.17,-693.33,"""Regular Air""",8.99
243498,152521,9004,1/8/2011,14,"""Medium""",29,66.99,1421.98,0.01,1776.33,166.37,"""Regular Air""",13.99
